year,month,market,cust_id,cust_segment,comp_mscore,ic_net_score,gdi_net_score,cc_count_as_zside,cc_count_as_aside,net_ibx_presence,net_metro_presence
2004,6,AMER,1015,Content & Digital Media,10.48,4.98,15.99,0,1,1,1
2004,6,AMER,1765,Financial Services,10.48,4.98,15.99,0,1,1,1
2004,6,AMER,1321,Content & Digital Media,10.48,4.98,15.99,0,1,1,1
2004,6,AMER,1215,Content & Digital Media,10.48,4.98,15.99,0,1,1,1
2004,6,AMER,2377,Network,10.48,4.98,15.99,0,1,1,1
2004,6,AMER,2378,Enterprise,10.48,4.98,15.99,0,1,1,1
2004,6,AMER,2509,Cloud & IT Services,10.48,4.98,15.99,0,2,1,1
2004,6,AMER,1887,Financial Services,10.48,4.98,15.99,0,1,1,1
2004,6,AMER,613,Network,10.48,4.98,15.99,0,1,1,1
2004,6,AMER,1323,Network,10.48,4.98,15.99,0,1,1,1
2004,6,APAC,0,Network,83.34,100,66.67,114,0,2,2
2004,6,APAC,38,Network,56.61,13.22,100,0,7,3,3
2004,6,APAC,56,Network,53.95,41.24,66.67,7,13,2,2
2004,6,APAC,42,Network,46.33,25.99,66.67,13,0,2,2
2004,6,APAC,52,Network,45.72,24.76,66.67,4,0,2,2
2004,6,APAC,759,Network,44.65,55.97,33.33,29,0,1,1
2004,6,APAC,852,Network,41.28,49.23,33.33,1,28,1,1
2004,6,APAC,34,Network,40.83,14.99,66.67,2,2,2,2
2004,6,APAC,1029,Network,39.15,11.62,66.67,0,2,2,2
2004,6,APAC,1907,Network,36.33,39.33,33.33,7,1,1,1
2004,6,APAC,549,Network,33.61,33.89,33.33,7,22,1,1
2004,6,APAC,838,Network,27.47,21.61,33.33,6,23,1,1
2004,6,APAC,2,Network,25.77,18.21,33.33,1,0,1,1
2004,6,APAC,2523,Network,25.77,18.21,33.33,1,0,1,1
2004,6,APAC,2796,Network,25.77,18.21,33.33,1,0,1,1
2004,6,APAC,1,Network,25.18,17.03,33.33,2,13,1,1
2004,6,APAC,54,Network,24.44,15.55,33.33,3,4,1,1
2004,6,APAC,609,Network,24.37,15.41,33.33,2,2,1,1
2004,6,APAC,768,Network,23.88,14.43,33.33,3,3,1,1
2004,6,APAC,2395,Enterprise,23.46,13.6,33.33,2,0,1,1
2004,6,APAC,2666,Network,23.46,13.6,33.33,2,0,1,1
2004,6,APAC,1031,Cloud & IT Services,23.32,13.31,33.33,0,5,1,1
2004,6,APAC,189,Cloud & IT Services,23.06,12.8,33.33,1,16,1,1
2004,6,APAC,3096,Network,23.01,12.69,33.33,0,2,1,1
2004,6,APAC,613,Network,22.56,11.79,33.33,0,3,1,1
2004,6,APAC,2809,Enterprise,22.54,11.76,33.33,0,1,1,1
2004,6,APAC,4,Enterprise,22.54,11.76,33.33,0,1,1,1
2004,6,APAC,2536,Cloud & IT Services,22.54,11.76,33.33,0,1,1,1
2004,6,APAC,2273,Network,22.52,11.72,33.33,1,9,1,1
2004,6,APAC,2406,Network,22.47,11.62,33.33,1,0,1,1
2004,6,APAC,1034,Network,22.47,11.62,33.33,1,0,1,1
2004,6,APAC,1028,Network,22.46,11.6,33.33,0,1,1,1
2004,6,APAC,1560,Financial Services,22.23,11.14,33.33,0,2,1,1
2004,6,APAC,20,Cloud & IT Services,22.1,10.87,33.33,0,32,1,1
2004,6,APAC,2960,Network,21.97,10.62,33.33,0,7,1,1
2004,6,APAC,10,Cloud & IT Services,21.96,10.6,33.33,0,8,1,1
2004,6,APAC,2680,Network,21.96,10.6,33.33,0,2,1,1
2004,6,APAC,1916,Network,21.93,10.53,33.33,0,1,1,1
2004,7,AMER,35,Network,100,100,100,271,37,9,6
2004,7,AMER,34,Network,97.88,95.75,100,337,179,9,6
2004,7,AMER,36,Network,78.62,57.24,100,121,36,9,6
2004,7,AMER,38,Network,75.22,51.79,98.64,54,82,8,6
2004,7,AMER,37,Network,57.14,18.35,95.92,5,29,6,6
2004,7,AMER,39,Network,56.28,16.65,95.92,14,10,6,6
2004,7,AMER,41,Network,55.6,31.26,79.93,56,27,5,5
2004,7,AMER,1,Network,53.02,10.11,95.92,6,17,6,6
2004,7,AMER,42,Network,52.12,24.31,79.93,25,39,5,5
2004,7,AMER,52,Network,45.71,10.13,81.29,2,16,6,5
2004,7,AMER,40,Cloud & IT Services,45.07,26.19,63.95,17,38,4,4
2004,7,AMER,51,Network,37.41,10.87,63.95,9,19,4,4
2004,7,AMER,47,Network,36.96,9.97,63.95,8,18,4,4
2004,7,AMER,43,Network,36.38,7.44,65.31,2,25,5,4
2004,7,AMER,65,Content & Digital Media,35.59,7.24,63.95,0,4,4,4
2004,7,AMER,49,Cloud & IT Services,34.73,21.51,47.96,1,110,3,3
2004,7,AMER,64,Network,34.69,5.42,63.95,1,4,4,4
2004,7,AMER,46,Network,30.23,12.5,47.96,8,10,3,3
2004,7,AMER,794,Network,28.84,9.73,47.96,3,0,3,3
2004,7,AMER,45,Content & Digital Media,28.48,9,47.96,7,1,3,3
2004,7,AMER,58,Content & Digital Media,27.94,7.92,47.96,2,11,3,3
2004,7,AMER,75,Network,27.71,23.46,31.97,12,6,2,2
2004,7,AMER,57,Network,26.96,5.97,47.96,0,16,3,3
2004,7,AMER,327,Network,19.77,7.57,31.97,0,6,2,2
2004,7,AMER,56,Network,19.65,7.33,31.97,3,7,2,2
2004,7,AMER,790,Network,19.16,6.35,31.97,0,5,2,2
2004,7,AMER,2220,Network,19.09,6.21,31.97,1,4,2,2
2004,7,AMER,289,Network,18.73,5.49,31.97,0,5,2,2
2004,7,AMER,2219,Cloud & IT Services,18.71,5.45,31.97,0,9,2,2
2004,7,AMER,71,Network,18.71,5.46,31.97,1,3,2,2
2004,7,AMER,48,Cloud & IT Services,18.68,5.4,31.97,2,0,2,2
2004,7,AMER,1210,Network,18.49,5.01,31.97,0,5,2,2
2004,7,AMER,1214,Cloud & IT Services,18.46,4.96,31.97,0,3,2,2
2004,7,AMER,613,Network,18.46,4.95,31.97,0,2,2,2
2004,7,AMER,60,Financial Services,18.31,20.63,15.99,11,5,1,1
2004,7,AMER,262,Network,14.01,10.67,17.35,10,9,2,1
2004,7,AMER,69,Network,12.54,9.09,15.99,6,1,1,1
2004,7,AMER,78,Network,12.14,8.29,15.99,1,1,1,1
2004,7,AMER,1168,Network,11.81,6.27,17.35,2,15,2,1
2004,7,AMER,55,Cloud & IT Services,11.55,7.11,15.99,4,3,1,1
2004,7,AMER,54,Network,11.31,6.63,15.99,2,1,1,1
2004,7,AMER,1489,Cloud & IT Services,11.15,6.31,15.99,1,5,1,1
2004,7,AMER,538,Network,11.14,6.3,15.99,1,4,1,1
2004,7,AMER,3006,Network,11.07,6.15,15.99,1,0,1,1
2004,7,AMER,53,Content & Digital Media,11.04,6.1,15.99,1,5,1,1
2004,7,AMER,974,Financial Services,11.02,6.05,15.99,1,0,1,1
2004,7,AMER,70,Network,11.02,6.04,15.99,2,0,1,1
2004,7,AMER,1401,Cloud & IT Services,11.01,6.03,15.99,0,6,1,1
2004,7,AMER,50,Network,11,6.02,15.99,1,1,1,1
2004,7,AMER,1176,Enterprise,10.98,5.98,15.99,2,3,1,1
2004,7,AMER,800,Network,10.97,5.95,15.99,0,5,1,1
2004,7,AMER,978,Financial Services,10.95,5.91,15.99,0,3,1,1
2004,7,AMER,1841,Cloud & IT Services,10.94,5.88,15.99,0,13,1,1
2004,7,AMER,891,Content & Digital Media,10.89,5.8,15.99,0,1,1,1
2004,7,AMER,181,Content & Digital Media,10.87,5.75,15.99,0,17,1,1
2004,7,AMER,2328,Content & Digital Media,10.87,5.75,15.99,0,1,1,1
2004,7,AMER,3018,Enterprise,10.87,5.75,15.99,0,1,1,1
2004,7,AMER,62,Cloud & IT Services,10.85,5.71,15.99,10,2,1,1
2004,7,AMER,1496,Network,10.82,5.66,15.99,1,0,1,1
2004,7,AMER,351,Cloud & IT Services,10.8,5.62,15.99,0,16,1,1
2004,7,AMER,805,Network,10.8,5.61,15.99,1,0,1,1
2004,7,AMER,59,Content & Digital Media,10.79,5.58,15.99,0,6,1,1
2004,7,AMER,331,Financial Services,10.75,5.51,15.99,0,2,1,1
2004,7,AMER,517,Content & Digital Media,10.75,5.51,15.99,0,2,1,1
2004,7,AMER,323,Network,10.74,5.49,15.99,1,0,1,1
2004,7,AMER,585,Content & Digital Media,10.7,5.4,15.99,0,10,1,1
2004,7,AMER,63,Network,10.7,5.4,15.99,1,0,1,1
2004,7,AMER,1285,Cloud & IT Services,10.7,5.4,15.99,0,3,1,1
2004,7,AMER,456,Network,10.7,5.4,15.99,1,0,1,1
2004,7,AMER,675,Network,10.7,5.42,15.99,1,1,1,1
2004,7,AMER,68,Cloud & IT Services,10.68,5.37,15.99,1,0,1,1
2004,7,AMER,1639,Enterprise,10.67,5.35,15.99,0,3,1,1
2004,7,AMER,73,Network,10.66,5.33,15.99,1,0,1,1
2004,7,AMER,74,Cloud & IT Services,10.66,5.33,15.99,1,0,1,1
2004,7,AMER,725,Network,10.65,5.31,15.99,0,6,1,1
2004,7,AMER,731,Cloud & IT Services,10.63,5.28,15.99,1,0,1,1
2004,7,AMER,61,Network,10.62,5.25,15.99,1,0,1,1
2004,7,AMER,2629,Financial Services,10.62,5.24,15.99,4,10,1,1
2004,7,AMER,803,Network,10.61,5.22,15.99,0,1,1,1
2004,7,AMER,2901,Financial Services,10.6,5.2,15.99,0,7,1,1
2004,7,AMER,732,Network,10.58,5.17,15.99,0,2,1,1
2004,7,AMER,1873,Enterprise,10.58,5.17,15.99,0,2,1,1
2004,7,AMER,67,Cloud & IT Services,10.57,5.16,15.99,6,0,1,1
2004,7,AMER,465,Cloud & IT Services,10.54,5.09,15.99,0,2,1,1
2004,7,AMER,72,Enterprise,10.53,5.07,15.99,3,15,1,1
2004,7,AMER,76,Financial Services,10.53,5.06,15.99,3,1,1,1
2004,7,AMER,66,Network,10.52,5.05,15.99,0,1,1,1
2004,7,AMER,912,Content & Digital Media,10.52,5.05,15.99,0,9,1,1
2004,7,AMER,2907,Content & Digital Media,10.52,5.04,15.99,0,1,1,1
2004,7,AMER,669,Network,10.51,5.03,15.99,0,3,1,1
2004,7,AMER,1647,Cloud & IT Services,10.5,5,15.99,0,7,1,1
2004,7,AMER,2641,Financial Services,10.5,5,15.99,0,28,1,1
2004,7,AMER,2496,Cloud & IT Services,10.5,5,15.99,0,3,1,1
2004,7,AMER,77,Network,10.48,4.98,15.99,0,4,1,1
2004,7,AMER,747,Financial Services,10.48,4.97,15.99,0,3,1,1
2004,7,AMER,0,Network,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,1016,Cloud & IT Services,10.47,4.96,15.99,0,2,1,1
2004,7,AMER,1112,Network,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,1015,Content & Digital Media,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,1765,Financial Services,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,1321,Content & Digital Media,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,1215,Content & Digital Media,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,1768,Enterprise,10.47,4.96,15.99,0,2,1,1
2004,7,AMER,2377,Network,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,2378,Enterprise,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,2922,Financial Services,10.47,4.96,15.99,0,2,1,1
2004,7,AMER,2509,Cloud & IT Services,10.47,4.95,15.99,0,2,1,1
2004,7,AMER,1887,Financial Services,10.47,4.95,15.99,0,1,1,1
2004,7,AMER,1323,Network,10.47,4.95,15.99,0,1,1,1
2004,7,APAC,0,Network,83.34,100,66.67,116,0,2,2
2004,7,APAC,38,Network,55.87,11.73,100,0,7,3,3
2004,7,APAC,56,Network,53.16,39.64,66.67,7,13,2,2
2004,7,APAC,42,Network,45.72,24.77,66.67,13,0,2,2
2004,7,APAC,52,Network,43.27,19.87,66.67,4,0,2,2
2004,7,APAC,34,Network,42.68,18.69,66.67,3,9,2,2
2004,7,APAC,759,Network,42.52,51.71,33.33,31,0,1,1
2004,7,APAC,1029,Network,38.88,11.09,66.67,0,2,2,2
2004,7,APAC,852,Network,38.47,43.6,33.33,2,31,1,1
2004,7,APAC,549,Network,31.62,29.91,33.33,7,23,1,1
2004,7,APAC,609,Network,28.75,24.17,33.33,3,3,1,1
2004,7,APAC,838,Network,28.55,23.78,33.33,7,25,1,1
2004,7,APAC,1907,Network,28.25,23.18,33.33,7,1,1,1
2004,7,APAC,2,Network,25.32,17.31,33.33,1,0,1,1
2004,7,APAC,2523,Network,25.32,17.31,33.33,1,0,1,1
2004,7,APAC,2796,Network,25.32,17.31,33.33,1,0,1,1
2004,7,APAC,54,Network,24.72,16.11,33.33,5,4,1,1
2004,7,APAC,1,Network,24.54,15.75,33.33,2,13,1,1
2004,7,APAC,2406,Network,24.41,15.48,33.33,5,0,1,1
2004,7,APAC,613,Network,23.38,13.43,33.33,0,3,1,1
2004,7,APAC,768,Network,23.31,13.29,33.33,3,3,1,1
2004,7,APAC,2395,Enterprise,23.13,12.94,33.33,2,0,1,1
2004,7,APAC,2666,Network,23.13,12.94,33.33,2,0,1,1
2004,7,APAC,1031,Cloud & IT Services,23.06,12.8,33.33,0,5,1,1
2004,7,APAC,2273,Network,22.94,12.55,33.33,3,9,1,1
2004,7,APAC,3245,Network,22.78,12.23,33.33,2,0,1,1
2004,7,APAC,189,Cloud & IT Services,22.77,12.22,33.33,1,16,1,1
2004,7,APAC,3096,Network,22.73,12.14,33.33,0,2,1,1
2004,7,APAC,2809,Enterprise,22.29,11.26,33.33,0,1,1,1
2004,7,APAC,4,Enterprise,22.29,11.26,33.33,0,1,1,1
2004,7,APAC,2536,Cloud & IT Services,22.29,11.26,33.33,0,1,1,1
2004,7,APAC,2960,Network,22.23,11.14,33.33,0,9,1,1
2004,7,APAC,1028,Network,22.2,11.08,33.33,0,1,1,1
2004,7,APAC,1034,Network,22.2,11.07,33.33,1,0,1,1
2004,7,APAC,1560,Financial Services,21.98,10.64,33.33,0,2,1,1
2004,7,APAC,20,Cloud & IT Services,21.85,10.37,33.33,0,32,1,1
2004,7,APAC,2680,Network,21.73,10.14,33.33,0,3,1,1
2004,7,APAC,10,Cloud & IT Services,21.72,10.11,33.33,0,8,1,1
2004,7,APAC,3258,Network,21.68,10.04,33.33,0,1,1,1
2004,7,APAC,1916,Network,21.68,10.04,33.33,0,1,1,1
2004,8,AMER,35,Network,99.33,100,98.66,275,37,9,6
2004,8,AMER,34,Network,94.36,90.06,98.66,343,179,9,6
2004,8,AMER,36,Network,77.44,54.89,100,128,39,10,6
2004,8,AMER,38,Network,73.02,48.7,97.33,54,82,8,6
2004,8,AMER,37,Network,56.01,17.37,94.65,5,29,6,6
2004,8,AMER,39,Network,55.18,15.71,94.65,15,10,6,6
2004,8,AMER,41,Network,54.44,30,78.88,56,27,5,5
2004,8,AMER,1,Network,53.67,12.68,94.65,7,17,6,6
2004,8,AMER,42,Network,50.35,21.82,78.88,26,39,5,5
2004,8,AMER,52,Network,44.88,9.54,80.21,2,16,6,5
2004,8,AMER,40,Cloud & IT Services,44.44,25.77,63.1,18,38,4,4
2004,8,AMER,51,Network,36.75,10.39,63.1,9,19,4,4
2004,8,AMER,47,Network,36.18,9.26,63.1,8,18,4,4
2004,8,AMER,43,Network,35.67,6.9,64.44,2,25,5,4
2004,8,AMER,65,Content & Digital Media,34.97,6.84,63.1,0,4,4,4
2004,8,AMER,64,Network,34.11,5.11,63.1,1,4,4,4
2004,8,AMER,49,Cloud & IT Services,33.86,20.39,47.33,1,110,3,3
2004,8,AMER,46,Network,29.66,11.99,47.33,8,12,3,3
2004,8,AMER,794,Network,28.09,8.85,47.33,3,0,3,3
2004,8,AMER,45,Content & Digital Media,27.92,8.52,47.33,7,1,3,3
2004,8,AMER,58,Content & Digital Media,27.34,7.36,47.33,2,11,3,3
2004,8,AMER,75,Network,26.78,22.01,31.55,12,6,2,2
2004,8,AMER,57,Network,26.46,5.59,47.33,0,16,3,3
2004,8,AMER,327,Network,19.35,7.15,31.55,0,6,2,2
2004,8,AMER,56,Network,19.19,6.83,31.55,3,7,2,2
2004,8,AMER,790,Network,18.77,6,31.55,0,5,2,2
2004,8,AMER,2220,Network,18.66,5.76,31.55,1,4,2,2
2004,8,AMER,289,Network,18.37,5.19,31.55,0,5,2,2
2004,8,AMER,71,Network,18.35,5.15,31.55,1,3,2,2
2004,8,AMER,48,Cloud & IT Services,18.33,5.11,31.55,2,0,2,2
2004,8,AMER,2219,Cloud & IT Services,18.33,5.11,31.55,0,9,2,2
2004,8,AMER,1210,Network,18.14,4.73,31.55,0,5,2,2
2004,8,AMER,1214,Cloud & IT Services,18.11,4.67,31.55,0,3,2,2
2004,8,AMER,613,Network,18.11,4.67,31.55,0,2,2,2
2004,8,AMER,60,Financial Services,17.68,19.59,15.78,11,5,1,1
2004,8,AMER,262,Network,13.7,10.3,17.11,10,9,2,1
2004,8,AMER,69,Network,12.25,8.71,15.78,6,1,1,1
2004,8,AMER,78,Network,11.8,7.82,15.78,1,1,1,1
2004,8,AMER,1168,Network,11.52,5.93,17.11,2,15,2,1
2004,8,AMER,55,Cloud & IT Services,11.23,6.69,15.78,4,3,1,1
2004,8,AMER,54,Network,10.97,6.16,15.78,2,1,1,1
2004,8,AMER,1489,Cloud & IT Services,10.87,5.96,15.78,1,5,1,1
2004,8,AMER,538,Network,10.84,5.91,15.78,1,6,1,1
2004,8,AMER,1401,Cloud & IT Services,10.81,5.85,15.78,0,7,1,1
2004,8,AMER,53,Content & Digital Media,10.77,5.75,15.78,1,5,1,1
2004,8,AMER,3006,Network,10.75,5.72,15.78,1,0,1,1
2004,8,AMER,3306,Enterprise,10.75,5.72,15.78,1,0,1,1
2004,8,AMER,974,Financial Services,10.74,5.71,15.78,1,0,1,1
2004,8,AMER,50,Network,10.73,5.68,15.78,1,1,1,1
2004,8,AMER,70,Network,10.73,5.69,15.78,2,0,1,1
2004,8,AMER,1176,Enterprise,10.71,5.65,15.78,2,3,1,1
2004,8,AMER,800,Network,10.69,5.6,15.78,0,5,1,1
2004,8,AMER,978,Financial Services,10.68,5.58,15.78,0,3,1,1
2004,8,AMER,1841,Cloud & IT Services,10.63,5.48,15.78,0,14,1,1
2004,8,AMER,891,Content & Digital Media,10.63,5.48,15.78,0,1,1,1
2004,8,AMER,2328,Content & Digital Media,10.59,5.41,15.78,0,1,1,1
2004,8,AMER,3018,Enterprise,10.59,5.41,15.78,0,1,1,1
2004,8,AMER,62,Cloud & IT Services,10.57,5.37,15.78,10,2,1,1
2004,8,AMER,1496,Network,10.56,5.34,15.78,1,0,1,1
2004,8,AMER,351,Cloud & IT Services,10.55,5.32,15.78,0,16,1,1
2004,8,AMER,181,Content & Digital Media,10.54,5.3,15.78,0,17,1,1
2004,8,AMER,805,Network,10.54,5.29,15.78,1,0,1,1
2004,8,AMER,59,Content & Digital Media,10.5,5.23,15.78,0,6,1,1
2004,8,AMER,323,Network,10.48,5.18,15.78,1,0,1,1
2004,8,AMER,331,Financial Services,10.47,5.17,15.78,0,2,1,1
2004,8,AMER,517,Content & Digital Media,10.47,5.17,15.78,0,2,1,1
2004,8,AMER,731,Cloud & IT Services,10.46,5.14,15.78,1,0,1,1
2004,8,AMER,585,Content & Digital Media,10.44,5.1,15.78,0,13,1,1
2004,8,AMER,63,Network,10.43,5.09,15.78,1,0,1,1
2004,8,AMER,456,Network,10.43,5.09,15.78,1,0,1,1
2004,8,AMER,675,Network,10.43,5.08,15.78,1,1,1,1
2004,8,AMER,68,Cloud & IT Services,10.42,5.06,15.78,1,0,1,1
2004,8,AMER,1285,Cloud & IT Services,10.41,5.04,15.78,0,3,1,1
2004,8,AMER,73,Network,10.41,5.04,15.78,1,0,1,1
2004,8,AMER,74,Cloud & IT Services,10.41,5.04,15.78,1,0,1,1
2004,8,AMER,1639,Enterprise,10.4,5.03,15.78,0,3,1,1
2004,8,AMER,3336,Financial Services,10.4,5.02,15.78,0,1,1,1
2004,8,AMER,725,Network,10.39,5,15.78,0,6,1,1
2004,8,AMER,61,Network,10.37,4.95,15.78,1,0,1,1
2004,8,AMER,2629,Financial Services,10.37,4.96,15.78,4,12,1,1
2004,8,AMER,803,Network,10.36,4.93,15.78,0,1,1,1
2004,8,AMER,2901,Financial Services,10.33,4.89,15.78,0,7,1,1
2004,8,AMER,732,Network,10.32,4.87,15.78,0,2,1,1
2004,8,AMER,1873,Enterprise,10.32,4.87,15.78,0,2,1,1
2004,8,AMER,67,Cloud & IT Services,10.32,4.87,15.78,6,0,1,1
2004,8,AMER,465,Cloud & IT Services,10.29,4.8,15.78,0,2,1,1
2004,8,AMER,72,Enterprise,10.28,4.78,15.78,3,15,1,1
2004,8,AMER,66,Network,10.27,4.77,15.78,0,1,1,1
2004,8,AMER,912,Content & Digital Media,10.27,4.76,15.78,0,9,1,1
2004,8,AMER,669,Network,10.27,4.75,15.78,0,3,1,1
2004,8,AMER,2907,Content & Digital Media,10.27,4.75,15.78,0,1,1,1
2004,8,AMER,76,Financial Services,10.27,4.77,15.78,3,1,1,1
2004,8,AMER,2641,Financial Services,10.26,4.74,15.78,0,32,1,1
2004,8,AMER,3353,Network,10.26,4.74,15.78,0,2,1,1
2004,8,AMER,1647,Cloud & IT Services,10.25,4.72,15.78,0,7,1,1
2004,8,AMER,2496,Cloud & IT Services,10.25,4.72,15.78,0,3,1,1
2004,8,AMER,77,Network,10.23,4.69,15.78,0,4,1,1
2004,8,AMER,1016,Cloud & IT Services,10.23,4.68,15.78,0,2,1,1
2004,8,AMER,747,Financial Services,10.23,4.69,15.78,0,3,1,1
2004,8,AMER,1768,Enterprise,10.23,4.68,15.78,0,2,1,1
2004,8,AMER,2922,Financial Services,10.23,4.68,15.78,0,2,1,1
2004,8,AMER,1887,Financial Services,10.23,4.68,15.78,0,2,1,1
2004,8,AMER,0,Network,10.22,4.67,15.78,0,1,1,1
2004,8,AMER,1112,Network,10.22,4.67,15.78,0,1,1,1
2004,8,AMER,1015,Content & Digital Media,10.22,4.67,15.78,0,1,1,1
2004,8,AMER,1765,Financial Services,10.22,4.67,15.78,0,1,1,1
2004,8,AMER,1321,Content & Digital Media,10.22,4.67,15.78,0,1,1,1
2004,8,AMER,1215,Content & Digital Media,10.22,4.67,15.78,0,1,1,1
2004,8,AMER,2377,Network,10.22,4.67,15.78,0,1,1,1
2004,8,AMER,2378,Enterprise,10.22,4.67,15.78,0,1,1,1
2004,8,AMER,2509,Cloud & IT Services,10.22,4.67,15.78,0,2,1,1
2004,8,AMER,1323,Network,10.22,4.67,15.78,0,1,1,1
2004,8,APAC,0,Network,83.34,100,66.67,119,0,2,2
2004,8,APAC,56,Network,62.09,57.52,66.67,11,17,2,2
2004,8,APAC,38,Network,56.21,12.42,100,0,8,3,3
2004,8,APAC,42,Network,46.3,25.93,66.67,13,0,2,2
2004,8,APAC,759,Network,44.28,55.24,33.33,34,0,1,1
2004,8,APAC,52,Network,43.66,20.65,66.67,4,0,2,2
2004,8,APAC,34,Network,42.91,19.16,66.67,3,9,2,2
2004,8,APAC,1029,Network,39.09,11.52,66.67,0,3,2,2
2004,8,APAC,852,Network,34.38,35.44,33.33,2,34,1,1
2004,8,APAC,1907,Network,33.91,34.49,33.33,11,5,1,1
2004,8,APAC,549,Network,31.96,30.6,33.33,7,24,1,1
2004,8,APAC,838,Network,28.88,24.42,33.33,7,25,1,1
2004,8,APAC,609,Network,28.7,24.07,33.33,3,3,1,1
2004,8,APAC,2,Network,25.67,18.01,33.33,1,0,1,1
2004,8,APAC,39,Network,25.67,18.01,33.33,1,0,1,1
2004,8,APAC,2523,Network,25.67,18.01,33.33,1,0,1,1
2004,8,APAC,2796,Network,25.67,18.01,33.33,1,0,1,1
2004,8,APAC,35,Network,25.67,18.01,33.33,1,0,1,1
2004,8,APAC,2406,Network,25.09,16.85,33.33,6,0,1,1
2004,8,APAC,1,Network,24.96,16.6,33.33,2,13,1,1
2004,8,APAC,54,Network,24.82,16.31,33.33,5,4,1,1
2004,8,APAC,768,Network,23.87,14.41,33.33,4,3,1,1
2004,8,APAC,613,Network,23.55,13.78,33.33,0,3,1,1
2004,8,APAC,2395,Enterprise,23.4,13.47,33.33,2,0,1,1
2004,8,APAC,2666,Network,23.4,13.47,33.33,2,0,1,1
2004,8,APAC,1031,Cloud & IT Services,23.36,13.39,33.33,0,5,1,1
2004,8,APAC,2273,Network,23.2,13.08,33.33,3,11,1,1
2004,8,APAC,189,Cloud & IT Services,23.08,12.83,33.33,1,16,1,1
2004,8,APAC,3245,Network,23.02,12.7,33.33,2,0,1,1
2004,8,APAC,3096,Network,22.91,12.5,33.33,0,2,1,1
2004,8,APAC,2809,Enterprise,22.54,11.75,33.33,0,1,1,1
2004,8,APAC,4,Enterprise,22.54,11.75,33.33,0,1,1,1
2004,8,APAC,2536,Cloud & IT Services,22.54,11.75,33.33,0,1,1,1
2004,8,APAC,3405,Cloud & IT Services,22.54,11.75,33.33,0,1,1,1
2004,8,APAC,47,Network,22.54,11.75,33.33,0,1,1,1
2004,8,APAC,2960,Network,22.48,11.64,33.33,0,9,1,1
2004,8,APAC,1028,Network,22.4,11.47,33.33,0,1,1,1
2004,8,APAC,1034,Network,22.36,11.39,33.33,1,0,1,1
2004,8,APAC,1560,Financial Services,22.21,11.1,33.33,0,2,1,1
2004,8,APAC,20,Cloud & IT Services,22.06,10.79,33.33,0,32,1,1
2004,8,APAC,2680,Network,21.95,10.56,33.33,0,3,1,1
2004,8,APAC,10,Cloud & IT Services,21.93,10.53,33.33,0,8,1,1
2004,8,APAC,3258,Network,21.89,10.45,33.33,0,1,1,1
2004,8,APAC,1916,Network,21.89,10.45,33.33,0,1,1,1
2004,9,AMER,34,Network,99.33,100,98.66,362,179,9,6
2004,9,AMER,35,Network,96.32,93.98,98.66,282,37,9,6
2004,9,AMER,36,Network,77.88,55.75,100,129,41,10,6
2004,9,AMER,38,Network,71.93,46.54,97.32,55,82,8,6
2004,9,AMER,37,Network,55.79,16.94,94.64,5,29,6,6
2004,9,AMER,39,Network,54.77,14.9,94.64,15,10,6,6
2004,9,AMER,41,Network,54.36,29.84,78.87,59,32,5,5
2004,9,AMER,1,Network,53.59,12.53,94.64,7,17,6,6
2004,9,AMER,42,Network,49.84,20.81,78.87,26,42,5,5
2004,9,AMER,52,Network,44.88,9.55,80.21,2,16,6,5
2004,9,AMER,40,Cloud & IT Services,44.12,25.15,63.1,19,38,4,4
2004,9,AMER,51,Network,36.6,10.1,63.1,9,19,4,4
2004,9,AMER,47,Network,35.93,8.76,63.1,8,18,4,4
2004,9,AMER,43,Network,35.6,6.76,64.44,2,26,5,4
2004,9,AMER,65,Content & Digital Media,35.41,7.71,63.1,1,4,4,4
2004,9,AMER,64,Network,34.05,5.01,63.1,1,4,4,4
2004,9,AMER,75,Network,33.99,20.66,47.32,12,7,3,3
2004,9,AMER,49,Cloud & IT Services,33.8,20.28,47.32,1,112,3,3
2004,9,AMER,46,Network,29.7,12.08,47.32,8,12,3,3
2004,9,AMER,794,Network,28.01,8.7,47.32,3,0,3,3
2004,9,AMER,45,Content & Digital Media,27.7,8.07,47.32,7,1,3,3
2004,9,AMER,58,Content & Digital Media,27.26,7.2,47.32,2,12,3,3
2004,9,AMER,57,Network,26.41,5.49,47.32,0,16,3,3
2004,9,AMER,327,Network,19.27,7,31.55,0,6,2,2
2004,9,AMER,56,Network,19.12,6.68,31.55,3,7,2,2
2004,9,AMER,790,Network,18.72,5.89,31.55,0,5,2,2
2004,9,AMER,2220,Network,18.62,5.69,31.55,1,4,2,2
2004,9,AMER,1639,Enterprise,18.36,5.16,31.55,0,6,2,2
2004,9,AMER,71,Network,18.33,5.11,31.55,1,3,2,2
